"","Year","Variable","Val","Loc","N"
"157",2002,"OISST_HW_intensity_mean",1.79356,"NYB",NA
"158",2003,"OISST_HW_intensity_mean",1.4603,"NYB",NA
"159",2004,"OISST_HW_intensity_mean",NA,"NYB",NA
"160",2005,"OISST_HW_intensity_mean",1.77695,"NYB",NA
"161",2006,"OISST_HW_intensity_mean",2.2139,"NYB",NA
"162",2007,"OISST_HW_intensity_mean",1.81845,"NYB",NA
"163",2008,"OISST_HW_intensity_mean",2.07065,"NYB",NA
"164",2009,"OISST_HW_intensity_mean",1.8999,"NYB",NA
"165",2010,"OISST_HW_intensity_mean",1.92746,"NYB",NA
"166",2011,"OISST_HW_intensity_mean",2.15144,"NYB",NA
"167",2012,"OISST_HW_intensity_mean",2.371125,"NYB",NA
"168",2013,"OISST_HW_intensity_mean",1.9194,"NYB",NA
"169",2014,"OISST_HW_intensity_mean",1.88073333333333,"NYB",NA
"170",2015,"OISST_HW_intensity_mean",2.2733,"NYB",NA
"171",2016,"OISST_HW_intensity_mean",1.99941111111111,"NYB",NA
"172",2017,"OISST_HW_intensity_mean",1.950025,"NYB",NA
"173",2018,"OISST_HW_intensity_mean",2.4951,"NYB",NA
"174",2019,"OISST_HW_intensity_mean",1.9473625,"NYB",NA
"175",2020,"OISST_HW_intensity_mean",1.8878875,"NYB",NA
"176",2021,"OISST_HW_intensity_mean",1.81427777777778,"NYB",NA
"177",2022,"OISST_HW_intensity_mean",1.9728375,"NYB",NA
"178",2023,"OISST_HW_intensity_mean",2.1946,"NYB",NA
"179",2024,"OISST_HW_intensity_mean",1.97534285714286,"NYB",NA
"180",2025,"OISST_HW_intensity_mean",1.81245,"NYB",NA
"181",1981,"OISST_HW_intensity_max",NA,"NYB",NA
"182",1982,"OISST_HW_intensity_max",NA,"NYB",NA
"183",1983,"OISST_HW_intensity_max",2.2489,"NYB",NA
"184",1984,"OISST_HW_intensity_max",2.08466666666667,"NYB",NA
"185",1985,"OISST_HW_intensity_max",2.2284,"NYB",NA
"186",1986,"OISST_HW_intensity_max",1.6963,"NYB",NA
"187",1987,"OISST_HW_intensity_max",NA,"NYB",NA
"188",1988,"OISST_HW_intensity_max",2.4202,"NYB",NA
"189",1989,"OISST_HW_intensity_max",1.9831,"NYB",NA
"190",1990,"OISST_HW_intensity_max",1.9043,"NYB",NA
"191",1991,"OISST_HW_intensity_max",2.4304,"NYB",NA
"192",1992,"OISST_HW_intensity_max",NA,"NYB",NA
"193",1993,"OISST_HW_intensity_max",1.92285,"NYB",NA
"194",1994,"OISST_HW_intensity_max",2.36535,"NYB",NA
"195",1995,"OISST_HW_intensity_max",1.6653,"NYB",NA
"196",1996,"OISST_HW_intensity_max",NA,"NYB",NA
"197",1997,"OISST_HW_intensity_max",NA,"NYB",NA
"198",1998,"OISST_HW_intensity_max",NA,"NYB",NA
"199",1999,"OISST_HW_intensity_max",2.1787,"NYB",NA
"200",2000,"OISST_HW_intensity_max",2.05235,"NYB",NA
"201",2001,"OISST_HW_intensity_max",2.2699,"NYB",NA
"202",2002,"OISST_HW_intensity_max",2.1177,"NYB",NA
"203",2003,"OISST_HW_intensity_max",1.6776,"NYB",NA
"204",2004,"OISST_HW_intensity_max",NA,"NYB",NA
"205",2005,"OISST_HW_intensity_max",2.32045,"NYB",NA
"206",2006,"OISST_HW_intensity_max",2.63473333333333,"NYB",NA
"207",2007,"OISST_HW_intensity_max",2.0491,"NYB",NA
"208",2008,"OISST_HW_intensity_max",2.27145,"NYB",NA
"209",2009,"OISST_HW_intensity_max",2.41953333333333,"NYB",NA
"210",2010,"OISST_HW_intensity_max",2.37874,"NYB",NA
"211",2011,"OISST_HW_intensity_max",3.37154,"NYB",NA
"212",2012,"OISST_HW_intensity_max",3.044225,"NYB",NA
"213",2013,"OISST_HW_intensity_max",2.5333,"NYB",NA
"214",2014,"OISST_HW_intensity_max",2.32983333333333,"NYB",NA
"215",2015,"OISST_HW_intensity_max",3.18686,"NYB",NA
"216",2016,"OISST_HW_intensity_max",2.51423333333333,"NYB",NA
"217",2017,"OISST_HW_intensity_max",2.509575,"NYB",NA
"218",2018,"OISST_HW_intensity_max",3.3162,"NYB",NA
"219",2019,"OISST_HW_intensity_max",2.4421875,"NYB",NA
"220",2020,"OISST_HW_intensity_max",2.2346,"NYB",NA
"221",2021,"OISST_HW_intensity_max",2.34271111111111,"NYB",NA
"222",2022,"OISST_HW_intensity_max",2.4824875,"NYB",NA
"223",2023,"OISST_HW_intensity_max",2.73985,"NYB",NA
"224",2024,"OISST_HW_intensity_max",2.44462857142857,"NYB",NA
"225",2025,"OISST_HW_intensity_max",2.39615,"NYB",NA
"226",1981,"OISST_HW_intensity_max_max",NA,"NYB",NA
"227",1982,"OISST_HW_intensity_max_max",NA,"NYB",NA
"228",1983,"OISST_HW_intensity_max_max",2.513,"NYB",NA
"229",1984,"OISST_HW_intensity_max_max",2.2116,"NYB",NA
"230",1985,"OISST_HW_intensity_max_max",2.924,"NYB",NA
"231",1986,"OISST_HW_intensity_max_max",1.6963,"NYB",NA
"232",1987,"OISST_HW_intensity_max_max",NA,"NYB",NA
"233",1988,"OISST_HW_intensity_max_max",2.4202,"NYB",NA
"234",1989,"OISST_HW_intensity_max_max",1.9831,"NYB",NA
"235",1990,"OISST_HW_intensity_max_max",1.9665,"NYB",NA
"236",1991,"OISST_HW_intensity_max_max",2.8833,"NYB",NA
"237",1992,"OISST_HW_intensity_max_max",NA,"NYB",NA
"238",1993,"OISST_HW_intensity_max_max",1.9676,"NYB",NA
"239",1994,"OISST_HW_intensity_max_max",2.3857,"NYB",NA
"240",1995,"OISST_HW_intensity_max_max",1.6653,"NYB",NA
"241",1996,"OISST_HW_intensity_max_max",NA,"NYB",NA
"242",1997,"OISST_HW_intensity_max_max",NA,"NYB",NA
"243",1998,"OISST_HW_intensity_max_max",NA,"NYB",NA
"244",1999,"OISST_HW_intensity_max_max",2.7695,"NYB",NA
"245",2000,"OISST_HW_intensity_max_max",2.6716,"NYB",NA
"246",2001,"OISST_HW_intensity_max_max",2.6162,"NYB",NA
"247",2002,"OISST_HW_intensity_max_max",2.9427,"NYB",NA
"248",2003,"OISST_HW_intensity_max_max",1.6776,"NYB",NA
"249",2004,"OISST_HW_intensity_max_max",NA,"NYB",NA
"250",2005,"OISST_HW_intensity_max_max",2.4569,"NYB",NA
"251",2006,"OISST_HW_intensity_max_max",2.8615,"NYB",NA
"252",2007,"OISST_HW_intensity_max_max",2.3142,"NYB",NA
"253",2008,"OISST_HW_intensity_max_max",2.546,"NYB",NA
"254",2009,"OISST_HW_intensity_max_max",2.7329,"NYB",NA
"255",2010,"OISST_HW_intensity_max_max",3.5095,"NYB",NA
"256",2011,"OISST_HW_intensity_max_max",5.2162,"NYB",NA
"257",2012,"OISST_HW_intensity_max_max",3.5799,"NYB",NA
"258",2013,"OISST_HW_intensity_max_max",3.0398,"NYB",NA
"259",2014,"OISST_HW_intensity_max_max",2.9068,"NYB",NA
"260",2015,"OISST_HW_intensity_max_max",3.7971,"NYB",NA
"261",2016,"OISST_HW_intensity_max_max",3.2348,"NYB",NA
"262",2017,"OISST_HW_intensity_max_max",2.761,"NYB",NA
"263",2018,"OISST_HW_intensity_max_max",4.6499,"NYB",NA
"264",2019,"OISST_HW_intensity_max_max",3.2413,"NYB",NA
"265",2020,"OISST_HW_intensity_max_max",2.6765,"NYB",NA
"266",2021,"OISST_HW_intensity_max_max",3.8652,"NYB",NA
"267",2022,"OISST_HW_intensity_max_max",3.1765,"NYB",NA
"268",2023,"OISST_HW_intensity_max_max",3.2321,"NYB",NA
"269",2024,"OISST_HW_intensity_max_max",3.4911,"NYB",NA
"270",2025,"OISST_HW_intensity_max_max",3.1197,"NYB",NA
"271",1981,"OISST_HW_intensity_var",NA,"NYB",NA
"272",1982,"OISST_HW_intensity_var",NA,"NYB",NA
"273",1983,"OISST_HW_intensity_var",0.32235,"NYB",NA
"274",1984,"OISST_HW_intensity_var",0.2028,"NYB",NA
"275",1985,"OISST_HW_intensity_var",0.24505,"NYB",NA
"276",1986,"OISST_HW_intensity_var",0.0987,"NYB",NA
"277",1987,"OISST_HW_intensity_var",NA,"NYB",NA
"278",1988,"OISST_HW_intensity_var",0.3056,"NYB",NA
"279",1989,"OISST_HW_intensity_var",0.2409,"NYB",NA
"280",1990,"OISST_HW_intensity_var",0.2063,"NYB",NA
"281",1991,"OISST_HW_intensity_var",0.2218,"NYB",NA
"282",1992,"OISST_HW_intensity_var",NA,"NYB",NA
"283",1993,"OISST_HW_intensity_var",0.15155,"NYB",NA
"284",1994,"OISST_HW_intensity_var",0.20355,"NYB",NA
"285",1995,"OISST_HW_intensity_var",0.1069,"NYB",NA
"286",1996,"OISST_HW_intensity_var",NA,"NYB",NA
"287",1997,"OISST_HW_intensity_var",NA,"NYB",NA
"288",1998,"OISST_HW_intensity_var",NA,"NYB",NA
"289",1999,"OISST_HW_intensity_var",0.247966666666667,"NYB",NA
"290",2000,"OISST_HW_intensity_var",0.2643,"NYB",NA
"291",2001,"OISST_HW_intensity_var",0.225433333333333,"NYB",NA
"292",2002,"OISST_HW_intensity_var",0.22506,"NYB",NA
"293",2003,"OISST_HW_intensity_var",0.1576,"NYB",NA
"294",2004,"OISST_HW_intensity_var",NA,"NYB",NA
"295",2005,"OISST_HW_intensity_var",0.3116,"NYB",NA
"296",2006,"OISST_HW_intensity_var",0.309766666666667,"NYB",NA
"297",2007,"OISST_HW_intensity_var",0.20975,"NYB",NA
"298",2008,"OISST_HW_intensity_var",0.24375,"NYB",NA
"299",2009,"OISST_HW_intensity_var",0.3207,"NYB",NA
"300",2010,"OISST_HW_intensity_var",0.3268,"NYB",NA
"301",2011,"OISST_HW_intensity_var",0.47398,"NYB",NA
"302",2012,"OISST_HW_intensity_var",0.389,"NYB",NA
"303",2013,"OISST_HW_intensity_var",0.35165,"NYB",NA
"304",2014,"OISST_HW_intensity_var",0.2725,"NYB",NA
"305",2015,"OISST_HW_intensity_var",0.5435,"NYB",NA
"306",2016,"OISST_HW_intensity_var",0.3215,"NYB",NA
"307",2017,"OISST_HW_intensity_var",0.361475,"NYB",NA
"308",2018,"OISST_HW_intensity_var",0.61755,"NYB",NA
"309",2019,"OISST_HW_intensity_var",0.33125,"NYB",NA
"310",2020,"OISST_HW_intensity_var",0.2401625,"NYB",NA
"311",2021,"OISST_HW_intensity_var",0.256855555555556,"NYB",NA
"312",2022,"OISST_HW_intensity_var",0.2832125,"NYB",NA
"313",2023,"OISST_HW_intensity_var",0.37335,"NYB",NA
"314",2024,"OISST_HW_intensity_var",0.307728571428571,"NYB",NA
"315",2025,"OISST_HW_intensity_var",0.33015,"NYB",NA
"316",1981,"OISST_HW_intensity_cumulative",NA,"NYB",NA
"317",1982,"OISST_HW_intensity_cumulative",NA,"NYB",NA
"318",1983,"OISST_HW_intensity_cumulative",9.52545,"NYB",NA
"319",1984,"OISST_HW_intensity_cumulative",23.7233,"NYB",NA
"320",1985,"OISST_HW_intensity_cumulative",41.2104,"NYB",NA
"321",1986,"OISST_HW_intensity_cumulative",11.0342,"NYB",NA
"322",1987,"OISST_HW_intensity_cumulative",NA,"NYB",NA
"323",1988,"OISST_HW_intensity_cumulative",17.3102,"NYB",NA
"324",1989,"OISST_HW_intensity_cumulative",10.2225,"NYB",NA
"325",1990,"OISST_HW_intensity_cumulative",11.9795333333333,"NYB",NA
"326",1991,"OISST_HW_intensity_cumulative",18.3148,"NYB",NA
"327",1992,"OISST_HW_intensity_cumulative",NA,"NYB",NA
"328",1993,"OISST_HW_intensity_cumulative",17.4068,"NYB",NA
"329",1994,"OISST_HW_intensity_cumulative",24.57925,"NYB",NA
"330",1995,"OISST_HW_intensity_cumulative",9.0375,"NYB",NA
"331",1996,"OISST_HW_intensity_cumulative",NA,"NYB",NA
"332",1997,"OISST_HW_intensity_cumulative",NA,"NYB",NA
"333",1998,"OISST_HW_intensity_cumulative",NA,"NYB",NA
"334",1999,"OISST_HW_intensity_cumulative",32.4210666666667,"NYB",NA
"335",2000,"OISST_HW_intensity_cumulative",19.33255,"NYB",NA
"336",2001,"OISST_HW_intensity_cumulative",18.5589333333333,"NYB",NA
"337",2002,"OISST_HW_intensity_cumulative",27.30916,"NYB",NA
"338",2003,"OISST_HW_intensity_cumulative",10.2223,"NYB",NA
"339",2004,"OISST_HW_intensity_cumulative",NA,"NYB",NA
"340",2005,"OISST_HW_intensity_cumulative",25.7309,"NYB",NA
"341",2006,"OISST_HW_intensity_cumulative",37.9507,"NYB",NA
"342",2007,"OISST_HW_intensity_cumulative",11.70835,"NYB",NA
"343",2008,"OISST_HW_intensity_cumulative",12.1705,"NYB",NA
"344",2009,"OISST_HW_intensity_cumulative",32.8350333333333,"NYB",NA
"345",2010,"OISST_HW_intensity_cumulative",34.88582,"NYB",NA
"346",2011,"OISST_HW_intensity_cumulative",122.0417,"NYB",NA
"347",2012,"OISST_HW_intensity_cumulative",70.4711,"NYB",NA
"348",2013,"OISST_HW_intensity_cumulative",48.4951,"NYB",NA
"349",2014,"OISST_HW_intensity_cumulative",66.4209666666667,"NYB",NA
"350",2015,"OISST_HW_intensity_cumulative",104.33824,"NYB",NA
"351",2016,"OISST_HW_intensity_cumulative",34.3154333333333,"NYB",NA
"352",2017,"OISST_HW_intensity_cumulative",46.6908,"NYB",NA
"353",2018,"OISST_HW_intensity_cumulative",32.3005,"NYB",NA
"354",2019,"OISST_HW_intensity_cumulative",23.0349125,"NYB",NA
"355",2020,"OISST_HW_intensity_cumulative",34.2844625,"NYB",NA
"356",2021,"OISST_HW_intensity_cumulative",44.6107222222222,"NYB",NA
"357",2022,"OISST_HW_intensity_cumulative",50.7997375,"NYB",NA
"358",2023,"OISST_HW_intensity_cumulative",86.118075,"NYB",NA
"359",2024,"OISST_HW_intensity_cumulative",28.0140714285714,"NYB",NA
"360",2025,"OISST_HW_intensity_cumulative",31.79495,"NYB",NA
"361",1981,"OISST_HW_intensity_mean_relThresh",NA,"NYB",NA
"362",1982,"OISST_HW_intensity_mean_relThresh",NA,"NYB",NA
"363",1983,"OISST_HW_intensity_mean_relThresh",0.50415,"NYB",NA
"364",1984,"OISST_HW_intensity_mean_relThresh",0.357333333333333,"NYB",NA
"365",1985,"OISST_HW_intensity_mean_relThresh",0.4511,"NYB",NA
"366",1986,"OISST_HW_intensity_mean_relThresh",0.3132,"NYB",NA
"367",1987,"OISST_HW_intensity_mean_relThresh",NA,"NYB",NA
"368",1988,"OISST_HW_intensity_mean_relThresh",0.5767,"NYB",NA
"369",1989,"OISST_HW_intensity_mean_relThresh",0.5346,"NYB",NA
"370",1990,"OISST_HW_intensity_mean_relThresh",0.356766666666667,"NYB",NA
"371",1991,"OISST_HW_intensity_mean_relThresh",0.5597,"NYB",NA
"372",1992,"OISST_HW_intensity_mean_relThresh",NA,"NYB",NA
"373",1993,"OISST_HW_intensity_mean_relThresh",0.3319,"NYB",NA
"374",1994,"OISST_HW_intensity_mean_relThresh",0.392,"NYB",NA
"375",1995,"OISST_HW_intensity_mean_relThresh",0.1943,"NYB",NA
"376",1996,"OISST_HW_intensity_mean_relThresh",NA,"NYB",NA
"377",1997,"OISST_HW_intensity_mean_relThresh",NA,"NYB",NA
"378",1998,"OISST_HW_intensity_mean_relThresh",NA,"NYB",NA
"379",1999,"OISST_HW_intensity_mean_relThresh",0.263533333333333,"NYB",NA
"380",2000,"OISST_HW_intensity_mean_relThresh",0.32965,"NYB",NA
"381",2001,"OISST_HW_intensity_mean_relThresh",0.397033333333333,"NYB",NA
"382",2002,"OISST_HW_intensity_mean_relThresh",0.51214,"NYB",NA
"383",2003,"OISST_HW_intensity_mean_relThresh",0.2364,"NYB",NA
"384",2004,"OISST_HW_intensity_mean_relThresh",NA,"NYB",NA
"385",2005,"OISST_HW_intensity_mean_relThresh",0.5312,"NYB",NA
"386",2006,"OISST_HW_intensity_mean_relThresh",0.652866666666667,"NYB",NA
"387",2007,"OISST_HW_intensity_mean_relThresh",0.4876,"NYB",NA
"388",2008,"OISST_HW_intensity_mean_relThresh",0.41625,"NYB",NA
"389",2009,"OISST_HW_intensity_mean_relThresh",0.5699,"NYB",NA
"390",2010,"OISST_HW_intensity_mean_relThresh",0.62828,"NYB",NA
"391",2011,"OISST_HW_intensity_mean_relThresh",0.66402,"NYB",NA
"392",2012,"OISST_HW_intensity_mean_relThresh",0.85565,"NYB",NA
"393",2013,"OISST_HW_intensity_mean_relThresh",0.5329,"NYB",NA
"394",2014,"OISST_HW_intensity_mean_relThresh",0.519433333333333,"NYB",NA
"395",2015,"OISST_HW_intensity_mean_relThresh",0.79328,"NYB",NA
"396",2016,"OISST_HW_intensity_mean_relThresh",0.603355555555556,"NYB",NA
"397",2017,"OISST_HW_intensity_mean_relThresh",0.5815,"NYB",NA
"398",2018,"OISST_HW_intensity_mean_relThresh",1.120975,"NYB",NA
"399",2019,"OISST_HW_intensity_mean_relThresh",0.5728875,"NYB",NA
"400",2020,"OISST_HW_intensity_mean_relThresh",0.551025,"NYB",NA
"401",2021,"OISST_HW_intensity_mean_relThresh",0.454377777777778,"NYB",NA
"402",2022,"OISST_HW_intensity_mean_relThresh",0.489075,"NYB",NA
"403",2023,"OISST_HW_intensity_mean_relThresh",0.88275,"NYB",NA
"404",2024,"OISST_HW_intensity_mean_relThresh",0.488828571428571,"NYB",NA
"405",2025,"OISST_HW_intensity_mean_relThresh",0.4776,"NYB",NA
"406",1981,"OISST_HW_intensity_max_relThresh",NA,"NYB",NA
"407",1982,"OISST_HW_intensity_max_relThresh",NA,"NYB",NA
"408",1983,"OISST_HW_intensity_max_relThresh",0.84745,"NYB",NA
"409",1984,"OISST_HW_intensity_max_relThresh",0.622466666666667,"NYB",NA
"410",1985,"OISST_HW_intensity_max_relThresh",0.9305,"NYB",NA
"411",1986,"OISST_HW_intensity_max_relThresh",0.4465,"NYB",NA
"412",1987,"OISST_HW_intensity_max_relThresh",NA,"NYB",NA
"413",1988,"OISST_HW_intensity_max_relThresh",1.076,"NYB",NA
"414",1989,"OISST_HW_intensity_max_relThresh",0.8124,"NYB",NA
"415",1990,"OISST_HW_intensity_max_relThresh",0.641066666666667,"NYB",NA
"416",1991,"OISST_HW_intensity_max_relThresh",0.79965,"NYB",NA
"417",1992,"OISST_HW_intensity_max_relThresh",NA,"NYB",NA
"418",1993,"OISST_HW_intensity_max_relThresh",0.55835,"NYB",NA
"419",1994,"OISST_HW_intensity_max_relThresh",0.7422,"NYB",NA
"420",1995,"OISST_HW_intensity_max_relThresh",0.3642,"NYB",NA
"421",1996,"OISST_HW_intensity_max_relThresh",NA,"NYB",NA
"422",1997,"OISST_HW_intensity_max_relThresh",NA,"NYB",NA
"423",1998,"OISST_HW_intensity_max_relThresh",NA,"NYB",NA
"424",1999,"OISST_HW_intensity_max_relThresh",0.758033333333333,"NYB",NA
