"","Year","Variable","Intercept","Val","Loc","N","season"
"85",1991,"BSal_insitu",33.2885034441471,-0.115601155439172,"NYB",45,"summer"
"86",1992,"BSal_insitu",33.2885034441471,-0.205406018656769,"NYB",49,"summer"
"87",1993,"BSal_insitu",33.2885034441471,-0.0256928072463125,"NYB",41,"summer"
"88",1994,"BSal_insitu",33.2885034441471,0.104959525279978,"NYB",77,"summer"
"89",1995,"BSal_insitu",33.2885034441471,0.00282069234332577,"NYB",55,"summer"
"90",1996,"BSal_insitu",33.2885034441471,-0.505821937822004,"NYB",126,"summer"
"91",1997,"BSal_insitu",33.2885034441471,-0.353210995954152,"NYB",12,"summer"
"92",1998,"BSal_insitu",33.2885034441471,-0.914404269443574,"NYB",43,"summer"
"93",1999,"BSal_insitu",33.2885034441471,0.22797393477088,"NYB",66,"summer"
"94",2000,"BSal_insitu",33.2885034441471,-0.0361057797121382,"NYB",69,"summer"
"95",2001,"BSal_insitu",33.2885034441471,0.351344250493737,"NYB",35,"summer"
"96",2002,"BSal_insitu",33.2885034441471,0.208457740069137,"NYB",56,"summer"
"97",2003,"BSal_insitu",33.2885034441471,0.364829214087668,"NYB",41,"summer"
"98",2004,"BSal_insitu",33.2885034441471,-0.276605883110598,"NYB",104,"summer"
"99",2005,"BSal_insitu",33.2885034441471,0.00612422226961185,"NYB",53,"summer"
"100",2006,"BSal_insitu",33.2885034441471,0.308563886108195,"NYB",82,"summer"
"101",2007,"BSal_insitu",33.2885034441471,-0.0700541361173927,"NYB",57,"summer"
"102",2008,"BSal_insitu",33.2885034441471,0.168438090122275,"NYB",121,"summer"
"103",2009,"BSal_insitu",33.2885034441471,0.0614059523909897,"NYB",81,"summer"
"104",2010,"BSal_insitu",33.2885034441471,-0.206028697723562,"NYB",17,"summer"
"105",2011,"BSal_insitu",33.2885034441471,0.0368040338463511,"NYB",74,"summer"
"106",2012,"BSal_insitu",33.2885034441471,0.0290897584583706,"NYB",79,"summer"
"107",2013,"BSal_insitu",33.2885034441471,0.217193122094344,"NYB",85,"summer"
"108",2014,"BSal_insitu",33.2885034441471,0.138538157315242,"NYB",1,"summer"
"109",2015,"BSal_insitu",33.2885034441471,0.318112712940793,"NYB",1,"summer"
"110",2016,"BSal_insitu",33.2885034441471,0.0707186237161205,"NYB",47,"summer"
"111",2017,"BSal_insitu",33.2885034441471,-0.00762580733425439,"NYB",6,"summer"
"112",2018,"BSal_insitu",33.2885034441471,-0.0556637620424505,"NYB",61,"summer"
"113",2019,"BSal_insitu",33.2885034441471,-0.162517753453443,"NYB",57,"summer"
"114",2020,"BSal_insitu",33.2885034441471,-0.137056349871047,"NYB",24,"summer"
"115",2021,"BSal_insitu",33.2885034441471,0.362443347609787,"NYB",82,"summer"
"116",2022,"BSal_insitu",33.2885034441471,0.336968382300534,"NYB",55,"summer"
"117",2024,"BSal_insitu",33.2885034441471,-0.62611476481518,"NYB",23,"summer"
"118",1975,"BSal_insitu",33.1917142471488,-0.258906549718638,"NYB",44,"sutumn"
"119",1976,"BSal_insitu",33.1917142471488,0.0341722934920688,"NYB",74,"sutumn"
"120",1977,"BSal_insitu",33.1917142471488,0.13015249288623,"NYB",122,"sutumn"
"121",1983,"BSal_insitu",33.1917142471488,0.252485844587528,"NYB",1,"sutumn"
"122",1984,"BSal_insitu",33.1917142471488,-0.29585551859898,"NYB",9,"sutumn"
"123",1985,"BSal_insitu",33.1917142471488,-0.310265688285124,"NYB",6,"sutumn"
"124",1987,"BSal_insitu",33.1917142471488,-0.218534153096602,"NYB",23,"sutumn"
"125",1988,"BSal_insitu",33.1917142471488,0.560009062462587,"NYB",13,"sutumn"
"126",1991,"BSal_insitu",33.1917142471488,-0.0884541656288985,"NYB",48,"sutumn"
"127",1992,"BSal_insitu",33.1917142471488,-0.36889941869887,"NYB",44,"sutumn"
"128",1993,"BSal_insitu",33.1917142471488,-0.306314789375544,"NYB",53,"sutumn"
"129",1994,"BSal_insitu",33.1917142471488,0.136137549277464,"NYB",89,"sutumn"
"130",1995,"BSal_insitu",33.1917142471488,-0.0828555446095825,"NYB",33,"sutumn"
"131",1996,"BSal_insitu",33.1917142471488,-0.727239103218995,"NYB",50,"sutumn"
"132",1997,"BSal_insitu",33.1917142471488,-0.172359295423715,"NYB",49,"sutumn"
"133",1998,"BSal_insitu",33.1917142471488,-0.797464500984189,"NYB",74,"sutumn"
"134",1999,"BSal_insitu",33.1917142471488,0.456599930402432,"NYB",75,"sutumn"
"135",2000,"BSal_insitu",33.1917142471488,0.118388391325736,"NYB",65,"sutumn"
"136",2001,"BSal_insitu",33.1917142471488,0.0258927842992193,"NYB",76,"sutumn"
"137",2002,"BSal_insitu",33.1917142471488,0.280754505989322,"NYB",89,"sutumn"
"138",2003,"BSal_insitu",33.1917142471488,0.182020356889857,"NYB",73,"sutumn"
"139",2004,"BSal_insitu",33.1917142471488,-0.0996988244625837,"NYB",74,"sutumn"
"140",2005,"BSal_insitu",33.1917142471488,-0.221869510529215,"NYB",94,"sutumn"
"141",2006,"BSal_insitu",33.1917142471488,-0.00291294375632295,"NYB",78,"sutumn"
"142",2007,"BSal_insitu",33.1917142471488,-0.23418971208435,"NYB",82,"sutumn"
"143",2008,"BSal_insitu",33.1917142471488,-0.0964962425508162,"NYB",76,"sutumn"
"144",2009,"BSal_insitu",33.1917142471488,0.311718632639881,"NYB",81,"sutumn"
"145",2010,"BSal_insitu",33.1917142471488,-0.0956415276836367,"NYB",81,"sutumn"
"146",2011,"BSal_insitu",33.1917142471488,-0.395674515787972,"NYB",79,"sutumn"
"147",2012,"BSal_insitu",33.1917142471488,0.271944622391506,"NYB",80,"sutumn"
"148",2013,"BSal_insitu",33.1917142471488,0.201098097296089,"NYB",66,"sutumn"
"149",2014,"BSal_insitu",33.1917142471488,0.60211471976763,"NYB",78,"sutumn"
"150",2015,"BSal_insitu",33.1917142471488,0.453398304886848,"NYB",79,"sutumn"
"151",2016,"BSal_insitu",33.1917142471488,0.0787362164802536,"NYB",62,"sutumn"
"152",2017,"BSal_insitu",33.1917142471488,0.339506649411433,"NYB",16,"sutumn"
"153",2018,"BSal_insitu",33.1917142471488,-0.241454174196529,"NYB",75,"sutumn"
"154",2019,"BSal_insitu",33.1917142471488,0.289352489781724,"NYB",83,"sutumn"
"155",2020,"BSal_insitu",33.1917142471488,0.293245953041061,"NYB",39,"sutumn"
"156",2021,"BSal_insitu",33.1917142471488,0.570975414467586,"NYB",80,"sutumn"
"157",2022,"BSal_insitu",33.1917142471488,0.260457864711118,"NYB",74,"sutumn"
"158",2023,"BSal_insitu",33.1917142471488,-0.505292425747907,"NYB",19,"sutumn"
"159",2024,"BSal_insitu",33.1917142471488,-0.326366037869483,"NYB",33,"sutumn"
"160",2025,"BSal_insitu",33.1917142471488,-0.00241753417962265,"NYB",17,"sutumn"
