"","Year","Variable","Intercept","Val","Loc","N","season"
"128",1999,"BSal_insitu",33.4932459622789,0.244181958513384,"NYB",67,"fall"
"129",2000,"BSal_insitu",33.4932459622789,-0.56359817778767,"NYB",15,"fall"
"130",2001,"BSal_insitu",33.4932459622789,0.115882006330356,"NYB",21,"fall"
"131",2002,"BSal_insitu",33.4932459622789,0.190404652786578,"NYB",42,"fall"
"132",2003,"BSal_insitu",33.4932459622789,0.158387650292974,"NYB",21,"fall"
"133",2004,"BSal_insitu",33.4932459622789,-0.210929464301014,"NYB",25,"fall"
"134",2005,"BSal_insitu",33.4932459622789,-0.141452957777152,"NYB",49,"fall"
"135",2006,"BSal_insitu",33.4932459622789,0.354979005184439,"NYB",24,"fall"
"136",2007,"BSal_insitu",33.4932459622789,-0.650529912512727,"NYB",36,"fall"
"137",2008,"BSal_insitu",33.4932459622789,0.011074731824355,"NYB",30,"fall"
"138",2009,"BSal_insitu",33.4932459622789,0.0143255067117019,"NYB",52,"fall"
"139",2010,"BSal_insitu",33.4932459622789,-0.273429693262236,"NYB",51,"fall"
"140",2011,"BSal_insitu",33.4932459622789,-0.49341576239853,"NYB",28,"fall"
"141",2012,"BSal_insitu",33.4932459622789,0.356463430818918,"NYB",27,"fall"
"142",2013,"BSal_insitu",33.4932459622789,0.344078395841038,"NYB",13,"fall"
"143",2014,"BSal_insitu",33.4932459622789,0.617324081459468,"NYB",32,"fall"
"144",2015,"BSal_insitu",33.4932459622789,0.588754215164691,"NYB",22,"fall"
"145",2016,"BSal_insitu",33.4932459622789,0.0255625771949128,"NYB",32,"fall"
"146",2017,"BSal_insitu",33.4932459622789,0.163658490560092,"NYB",16,"fall"
"147",2018,"BSal_insitu",33.4932459622789,-0.0280173637767111,"NYB",18,"fall"
"148",2019,"BSal_insitu",33.4932459622789,0.347276891372828,"NYB",32,"fall"
"149",2020,"BSal_insitu",33.4932459622789,0.0914444401025297,"NYB",39,"fall"
"150",2021,"BSal_insitu",33.4932459622789,0.558507799000154,"NYB",27,"fall"
"151",2022,"BSal_insitu",33.4932459622789,-0.165741600121782,"NYB",35,"fall"
