"","Year","Variable","Intercept","Val","Loc","N","season"
"81",1977,"strat",0.00144980203935891,-0.000319310760710224,"NYB",130,"summer"
"82",1978,"strat",0.00144980203935891,-0.000118503678654987,"NYB",122,"summer"
"83",1979,"strat",0.00144980203935891,0.000282187861546974,"NYB",150,"summer"
"84",1982,"strat",0.00144980203935891,-2.39213542308533e-05,"NYB",1,"summer"
"85",1984,"strat",0.00144980203935891,1.79140434429272e-05,"NYB",6,"summer"
"86",1985,"strat",0.00144980203935891,0.00105118270125728,"NYB",6,"summer"
"87",1987,"strat",0.00144980203935891,0.00102985171090698,"NYB",77,"summer"
"88",1989,"strat",0.00144980203935891,8.8790860536972e-05,"NYB",76,"summer"
"89",1991,"strat",0.00144980203935891,0.000212147656371851,"NYB",87,"summer"
"90",1992,"strat",0.00144980203935891,-0.000187916760842909,"NYB",72,"summer"
"91",1993,"strat",0.00144980203935891,9.82329623159916e-05,"NYB",94,"summer"
"92",1994,"strat",0.00144980203935891,-0.000227286375174199,"NYB",135,"summer"
"93",1995,"strat",0.00144980203935891,-0.000472315212383617,"NYB",53,"summer"
"94",1996,"strat",0.00144980203935891,2.83563410938183e-06,"NYB",161,"summer"
"95",1997,"strat",0.00144980203935891,8.75834126045059e-05,"NYB",39,"summer"
"96",1998,"strat",0.00144980203935891,0.000976756208162351,"NYB",54,"summer"
"97",1999,"strat",0.00144980203935891,0.000452441551055295,"NYB",75,"summer"
"98",2000,"strat",0.00144980203935891,-0.000216737896301068,"NYB",120,"summer"
"99",2001,"strat",0.00144980203935891,-0.000320661224659442,"NYB",75,"summer"
"100",2002,"strat",0.00144980203935891,9.54619831613187e-05,"NYB",103,"summer"
"101",2003,"strat",0.00144980203935891,0.0003338719047539,"NYB",88,"summer"
"102",2004,"strat",0.00144980203935891,-0.000111595184428863,"NYB",149,"summer"
"103",2005,"strat",0.00144980203935891,0.00060605570845121,"NYB",92,"summer"
"104",2006,"strat",0.00144980203935891,0.000233560789635978,"NYB",111,"summer"
"105",2007,"strat",0.00144980203935891,-2.74102115309523e-06,"NYB",100,"summer"
"106",2008,"strat",0.00144980203935891,0.000362003082308452,"NYB",106,"summer"
"107",2009,"strat",0.00144980203935891,0.000361002473237076,"NYB",92,"summer"
"108",2010,"strat",0.00144980203935891,-0.00105615708660504,"NYB",30,"summer"
"109",2011,"strat",0.00144980203935891,-0.000123999014606715,"NYB",81,"summer"
"110",2012,"strat",0.00144980203935891,0.000389122489200592,"NYB",97,"summer"
"111",2013,"strat",0.00144980203935891,0.00027518339615324,"NYB",93,"summer"
"112",2014,"strat",0.00144980203935891,-0.00163513071394851,"NYB",47,"summer"
"113",2015,"strat",0.00144980203935891,-0.000499272632954359,"NYB",55,"summer"
"114",2016,"strat",0.00144980203935891,0.000106246102091068,"NYB",64,"summer"
"115",2018,"strat",0.00144980203935891,-0.000142897668947281,"NYB",119,"summer"
"116",2019,"strat",0.00144980203935891,0.000142136880038188,"NYB",103,"summer"
"117",2021,"strat",0.00144980203935891,-0.000161165442041309,"NYB",90,"summer"
"118",2022,"strat",0.00144980203935891,0.000149715376055851,"NYB",69,"summer"
"119",1975,"strat",0.00104392778631692,0.000248771567339213,"NYB",69,"fall"
"120",1977,"strat",0.00104392778631692,0.000692864610187966,"NYB",54,"fall"
"121",1984,"strat",0.00104392778631692,-0.000622624973056561,"NYB",9,"fall"
"122",1985,"strat",0.00104392778631692,-0.000598703465151815,"NYB",6,"fall"
"123",1987,"strat",0.00104392778631692,-9.73458116839225e-05,"NYB",22,"fall"
"124",1988,"strat",0.00104392778631692,0.000191540758208246,"NYB",13,"fall"
"125",1992,"strat",0.00104392778631692,0.000114111766731445,"NYB",3,"fall"
"126",1997,"strat",0.00104392778631692,0.000499948351135333,"NYB",16,"fall"
"127",1998,"strat",0.00104392778631692,0.000783480546270668,"NYB",65,"fall"
"128",1999,"strat",0.00104392778631692,0.000382839265809158,"NYB",67,"fall"
"129",2000,"strat",0.00104392778631692,-0.000385259773469978,"NYB",15,"fall"
"130",2001,"strat",0.00104392778631692,4.10858009234223e-06,"NYB",21,"fall"
"131",2002,"strat",0.00104392778631692,-0.000336608374420102,"NYB",42,"fall"
"132",2003,"strat",0.00104392778631692,0.000269061966605534,"NYB",21,"fall"
"133",2004,"strat",0.00104392778631692,-0.000375254149900077,"NYB",25,"fall"
"134",2005,"strat",0.00104392778631692,2.74491570209697e-05,"NYB",49,"fall"
"135",2006,"strat",0.00104392778631692,-0.000265972112083273,"NYB",24,"fall"
"136",2007,"strat",0.00104392778631692,0.000413857959628137,"NYB",36,"fall"
"137",2008,"strat",0.00104392778631692,-0.000193688263212943,"NYB",29,"fall"
"138",2009,"strat",0.00104392778631692,4.42496211190253e-05,"NYB",52,"fall"
"139",2010,"strat",0.00104392778631692,0.000183413736362644,"NYB",51,"fall"
"140",2011,"strat",0.00104392778631692,-0.000110650650702427,"NYB",28,"fall"
"141",2012,"strat",0.00104392778631692,-0.000188667391451927,"NYB",27,"fall"
"142",2013,"strat",0.00104392778631692,-0.000483074226637767,"NYB",13,"fall"
"143",2014,"strat",0.00104392778631692,-0.000371437829555273,"NYB",32,"fall"
"144",2015,"strat",0.00104392778631692,-2.33312285227526e-05,"NYB",21,"fall"
"145",2016,"strat",0.00104392778631692,-2.27133541360162e-05,"NYB",32,"fall"
"146",2017,"strat",0.00104392778631692,-0.000128857520725234,"NYB",16,"fall"
"147",2018,"strat",0.00104392778631692,4.11989404555081e-05,"NYB",18,"fall"
"148",2019,"strat",0.00104392778631692,-0.000217729751124419,"NYB",32,"fall"
"149",2020,"strat",0.00104392778631692,-4.90165605991671e-05,"NYB",39,"fall"
"150",2021,"strat",0.00104392778631692,0.000701866688636482,"NYB",27,"fall"
"151",2022,"strat",0.00104392778631692,-0.000127828079169018,"NYB",35,"fall"
