"","SVSPP","YEAR","N","strat.biomass","biomass.var","biomass.SE","strat.abund","abund.var","abund.SE","tot.biomass","tot.bio.var","tot.bio.SE","tot.abundance","tot.abund.var","tot.abund.SE","RPATH","SCINAME","Fall.q","biomass.t_area"
"50",13,1964,32,0.677793363982818,0.184859523322831,0.42995293152022,0.319117197265362,0.0309062641016516,0.175801775024178,635602.155355116,162561585468.718,403189.267551504,299253,27178320072.2931,164858.484987255,"SmoothDogfish","MUSTELUS CANIS",0.199,0.0886978334357749
"51",13,1967,43,0.488816962705589,0.220659689648404,0.469744281123682,0.135032310139666,0.0168385954067645,0.129763613570078,458389.136836828,194043500456.488,440503.689492481,126627,14807507436.9287,121686.102069746,"SmoothDogfish","MUSTELUS CANIS",0.199,0.0639678814260874
"52",13,1968,40,0.347350723145822,0.0435379497541528,0.208657493884482,0.157186951256371,0.00919224960669312,0.0958762202357452,325728.872584889,38286359354.7867,195669.004583727,147402,8083471401.57146,89908.1275612581,"SmoothDogfish","MUSTELUS CANIS",0.199,0.0454552349175333
"53",13,1969,38,1.29533578334041,0.933228673976799,0.966037615197668,0.422852476143429,0.103135113876774,0.321146561365328,1214703.86042411,820661711766.957,905903.80933461,396531,90694854817.0068,301155.864656504,"SmoothDogfish","MUSTELUS CANIS",0.199,0.169511068799782
"54",13,1971,46,0.669747997552762,0.0819273585939645,0.286229555765935,0.204511959921089,0.00680755214217306,0.0825078913933271,628057.596031731,72045199873.4232,268412.369076805,191782,5986418494.97806,77371.9490188664,"SmoothDogfish","MUSTELUS CANIS",0.199,0.0876449954921433
"55",13,1972,44,2.1855497480247,2.24353862267955,1.49784465906166,0.865723847409809,0.256560375126411,0.506517892207581,2049503.88171039,1972920783346.24,1404606.98536859,811834,225613809877.479,474988.220777609,"SmoothDogfish","MUSTELUS CANIS",0.199,0.286006824228525
"56",13,1973,40,5.51517634644299,2.25968928573368,1.50322629225732,1.94036120360904,0.305555147869237,0.552770429626293,5171868.24073359,1987123337508.76,1409653.62323826,1819578,268698784855.176,518361.635207676,"SmoothDogfish","MUSTELUS CANIS",0.199,0.721730572974637
"57",13,1974,37,4.13520112782335,2.26109832288082,1.50369489022235,1.43175147010814,0.231614954897128,0.481263913977693,3877793.57151991,1988362415206.82,1410093.05196743,1342628,203677330816.165,451306.24947608,"SmoothDogfish","MUSTELUS CANIS",0.199,0.54114336367035
"58",13,1975,40,0.931688311084434,0.406499436882725,0.637573083561975,0.356755412302542,0.0515210645260081,0.226982520309402,873692.677019845,357467074262.631,597885.502636275,334548,45306542956.7167,212853.336729112,"SmoothDogfish","MUSTELUS CANIS",0.199,0.121923198163269
"59",13,1976,42,2.7352272426592,2.92021385170251,1.70886332153935,1.02027152712041,0.444705310449761,0.66686228747003,2564965.11061193,2567974779484.05,1602490.18077617,956762,391064517713.941,625351.515320736,"SmoothDogfish","MUSTELUS CANIS",0.199,0.357939075934255
"60",13,1977,37,1.07864440906944,0.301943601093524,0.549493950006298,0.362461374347167,0.0283110684518073,0.168258932754868,1011501.06757855,265522866410.18,515289.109539664,339899,24896159478.9031,157785.168754554,"SmoothDogfish","MUSTELUS CANIS",0.199,0.141154262074623
"61",13,1978,52,0.514000027497575,0.0781818311952799,0.279610141438539,0.177284163526213,0.00875213779181593,0.0935528609493902,482004.608912532,68751461680.2149,262204.999342528,166249,7696446307.46794,87729.3924945793,"SmoothDogfish","MUSTELUS CANIS",0.199,0.0672634039334138
"62",13,1979,51,1.4314980292757,0.849868788495666,0.921883283553654,0.460133436438947,0.0831167698297739,0.288299791588155,1342390.29347785,747356777811.033,864497.991791209,431491,73091143153.9857,270353.737081598,"SmoothDogfish","MUSTELUS CANIS",0.199,0.187329620665267
"63",13,1980,36,0.352835925249398,0.0920898390011503,0.303463076833328,0.10585077757482,0.00420117878654883,0.0648165008817109,330872.632416211,80981871880.3173,284573.139773095,99262,3694428461.6933,60781.8102864114,"SmoothDogfish","MUSTELUS CANIS",0.199,0.0461730429817576
"64",13,1981,37,0.930789919558105,0.29262315774377,0.540946538711332,0.27128503227135,0.0246285462295247,0.156934847084785,872850.208472894,257326664121.151,507273.756586274,254398,21657826715.6372,147165.983554751,"SmoothDogfish","MUSTELUS CANIS",0.199,0.121805632270481
"65",13,1982,37,0.20317737321164,0.0435957412169266,0.208795931993242,0.0750845982798263,0.0042868617975483,0.0654741307506125,190530.009874784,38337179954.376,195798.82521194,70411,3769776303.47846,61398.5040817645,"SmoothDogfish","MUSTELUS CANIS",0.199,0.0265883287808365
"66",13,1983,37,2.4711504232925,2.33110293566679,1.52679498809329,0.655477560622507,0.18054819450004,0.424909630980565,2317326.51677486,2049923002619.66,1431755.21742359,614675,158770293376.69,398459.901842946,"SmoothDogfish","MUSTELUS CANIS",0.199,0.323381284455153
"67",13,1984,35,1.89484976830903,1.02213593217865,1.01100738482894,0.44489800245092,0.0456010566856419,0.213544039218242,1776899.36315442,898844888879.939,948074.305568893,417204,40100612295.3219,200251.372767634,"SmoothDogfish","MUSTELUS CANIS",0.199,0.247965055526202
"68",13,1985,34,3.1497692959902,1.36150476484976,1.16683536321529,1.00812423485635,0.130975528836337,0.361905414212521,2953702.79466691,1197278718557.94,1094202.32066924,945371,115177131491.657,339377.564803063,"SmoothDogfish","MUSTELUS CANIS",0.199,0.412187146146121
"69",13,1986,38,2.00571404364311,3.00059168501963,1.7322216039005,0.583788378594576,0.253953070372814,0.503937565947226,1880862.57096772,2638657359346.34,1624394.45928209,547449,223321000792.363,472568.514389567,"SmoothDogfish","MUSTELUS CANIS",0.199,0.26247304800606
"70",13,1987,32,0.855401761422833,0.133835596617813,0.365835477527553,0.272255498183727,0.0146707908020484,0.121123039930677,783830.524554336,112376552100.903,335226.12085114,249476,12318493200.5482,110988.707536164,"SmoothDogfish","MUSTELUS CANIS",0.199,0.109382998032713
"71",13,1988,31,2.13424999255537,1.66613169436662,1.29078723822581,0.595365533558172,0.126030054693102,0.355007119214675,1963273.5644694,1409874275345.61,1187381.26789402,547670,106646150861.294,326567.222576446,"SmoothDogfish","MUSTELUS CANIS",0.199,0.273973444147424
"72",13,1989,33,1.0188858926326,0.162626019192215,0.403269164693031,0.287589178031253,0.012491307461165,0.111764517898862,955462.392863758,143009908514.071,378166.508979934,269687,10984593646.9178,104807.412175465,"SmoothDogfish","MUSTELUS CANIS",0.199,0.13333410445883
"73",13,1990,33,3.16158683980327,1.71259990364066,1.30866340349253,0.761889336686352,0.0832989455640445,0.28861556708543,2964784.72128014,1506024415757.09,1227201.86430639,714463,73251344671.6821,270649.856219585,"SmoothDogfish","MUSTELUS CANIS",0.199,0.413733621205411
"74",13,1991,33,0.621166691953418,0.169174013268902,0.411307686858515,0.157118704981206,0.0112149926290216,0.105900862267602,571404.544779173,143154403803.28,378357.507925084,144532,9490083922.72318,97417.0617639599,"SmoothDogfish","MUSTELUS CANIS",0.199,0.0797391020629111
"75",13,1992,33,2.00161308260648,0.906070998298668,0.951877617290515,0.540621397902031,0.0638028178895239,0.25259219681044,1877016.88611387,796779821688.877,892625.241458517,506969,56106859127.7274,236868.864833957,"SmoothDogfish","MUSTELUS CANIS",0.199,0.261936385391342
"76",13,1993,33,1.62714741859128,0.579960689465458,0.761551501518747,0.479097179295188,0.04724313611023,0.217354862172968,1496795.37240622,490760520043.942,700543.017982438,440716,39976961313.2445,199942.394987267,"SmoothDogfish","MUSTELUS CANIS",0.199,0.208876740757668
"77",13,1994,34,2.18786817363186,2.43519545191944,1.56051127901064,0.59538009584856,0.208158759215384,0.456244188144226,2051677.99020901,2141459776994.59,1463372.74028,558319,183050444570.062,427843.948852923,"SmoothDogfish","MUSTELUS CANIS",0.199,0.286310219539345
"78",13,1995,31,1.2325663105374,0.250124154982731,0.500124139572097,0.38255654372087,0.0250984951552341,0.158425045858394,1155841.6550321,219953932949.444,468992.465770447,358743,22071089938.8644,148563.420594925,"SmoothDogfish","MUSTELUS CANIS",0.199,0.161296889465216
"79",13,1996,33,3.35337586484255,5.8391269309902,2.41642854870369,1.03518210106146,0.466985517123255,0.683363385852106,3144635.2836582,5134805687003.66,2266010.96356652,970744,410657263904.726,640825.455100471,"SmoothDogfish","MUSTELUS CANIS",0.199,0.438831640604396
"80",13,1997,33,1.01424029909435,0.375733452150562,0.612971004331006,0.185935166176909,0.0117142650684807,0.108232458479334,951105.97773384,330412112924.055,574814.850994696,174361,10301278873.296,101495.216011869,"SmoothDogfish","MUSTELUS CANIS",0.199,0.132726169793545
"81",13,1998,33,0.819187697867358,0.377774085858453,0.614633293808961,0.196412835955436,0.0204290709723933,0.142930301099499,768194.989908587,332206603383.367,576373.666455509,184187,17964896301.9644,134033.191045966,"SmoothDogfish","MUSTELUS CANIS",0.199,0.107201070177366
"82",13,1999,33,2.14244475465793,1.53237469543477,1.2378912292422,0.671692751409818,0.138519635496048,0.372182261124906,2009082.08334769,1347538149749.49,1160835.10876846,629881,121811260572.505,349014.69965104,"SmoothDogfish","MUSTELUS CANIS",0.199,0.280365990716333
"83",13,2000,34,1.40141111149177,0.951180769139562,0.975284968170617,0.477612864383078,0.0943905057694014,0.307230378981964,1314176.22292531,836448407522.131,914575.534071479,447882,83005029956.0251,288105.935301627,"SmoothDogfish","MUSTELUS CANIS",0.199,0.183392366977043
"84",13,2001,33,4.29905996316799,2.0689003048336,1.43836723573419,1.273988533253,0.132019842469782,0.363345348765856,4031452.53965592,1819347511478.34,1348831.90630943,1194685,116095478985.624,340727.866464755,"SmoothDogfish","MUSTELUS CANIS",0.199,0.5625863645268
"85",13,2002,32,2.72136328848512,1.17187686671932,1.08253261693092,1.00153328549841,0.15107368445581,0.388681983703657,2551964.15837036,1030523924349.42,1015147.24269409,939190,132851027776.637,364487.349268308,"SmoothDogfish","MUSTELUS CANIS",0.199,0.356124802199162
"86",13,2003,31,3.24450947263132,1.20432166221738,1.09741590211614,1.14713641233088,0.136091793951941,0.368906212948414,2973042.23178589,1011222122070.36,1005595.40674685,1051156,114270993368.218,338039.928659645,"SmoothDogfish","MUSTELUS CANIS",0.199,0.414885950984758
"87",13,2004,33,5.67203249816835,4.45311541520318,2.11024060599809,1.77215726945584,0.374144329473978,0.611673384637568,5318960.42754921,3915976245954.18,1978882.57507973,1661844,329014671790.559,573598.005392766,"SmoothDogfish","MUSTELUS CANIS",0.199,0.742257184119602
"88",13,2005,33,1.76220226016502,1.9968004391172,1.41308189398817,0.569160953932364,0.199742384815991,0.446925480159714,1652508.88287089,1755944402608.09,1325120.52380457,533732,175649261543.779,419105.310803597,"SmoothDogfish","MUSTELUS CANIS",0.199,0.230606451550071
"89",13,2006,38,8.46170241985178,12.1749011779457,3.48925510359241,2.82928127658621,1.30875477775304,1.14400820703045,7934979.27514045,10706352601350.6,3272056.32612743,2653164,1150891486881.91,1072796.10685438,"SmoothDogfish","MUSTELUS CANIS",0.199,1.10732077311712
"90",13,2007,33,3.7022836144231,2.8119152585827,1.67687663785465,1.27174453929689,0.334686085644451,0.578520600881637,3471824.26106329,2472739269378.12,1572494.60074689,1192581,294315920211.84,542508.91256443,"SmoothDogfish","MUSTELUS CANIS",0.199,0.484490632121951
"91",13,2008,33,3.61934619070019,1.59536705943317,1.26307840589299,1.24697767788468,0.181150828023283,0.425618171631902,3394049.51719723,1402932312733.02,1184454.43674842,1169356,159300236650.556,399124.33733181,"SmoothDogfish","MUSTELUS CANIS",0.199,0.473637221354192
"92",13,2009,46,1.78590705491005,0.293032995893486,0.541325221926234,0.617448041115525,0.0329927301165047,0.181639010447934,1674738.10409497,257687067189.415,507628.867569029,579013,29013114500.54,170332.364806398,"SmoothDogfish","MUSTELUS CANIS",0.199,0.233708523726714
"93",13,2010,45,3.12577686433738,3.42616946970909,1.850991482884,1.02192178851082,0.398743345907306,0.631461278232724,2931203.84132643,3012901532304.45,1735771.16357671,958309,350646530623.114,592154.144309667,"SmoothDogfish","MUSTELUS CANIS",0.199,0.409047433042476
"94",13,2011,40,2.60612248051914,0.376011181301922,0.613197505948876,0.716907570699134,0.0286756958160165,0.169338996737363,2443896.84785904,330656342111.518,575027.25336415,672282,25216805131.1567,158798.001030103,"SmoothDogfish","MUSTELUS CANIS",0.199,0.341044085076311
"95",13,2012,43,6.34794185876138,11.0735758201702,3.32769827661256,2.04755685430927,1.2026826491909,1.09666888767344,5952795.85475549,9737870193418.42,3120556.07118642,1920101,1057613882984.87,1028403.56037154,"SmoothDogfish","MUSTELUS CANIS",0.199,0.83070847188565
"96",13,2013,42,2.64487688053526,0.955663808049639,0.977580589030715,0.780348521429767,0.0802879782794831,0.283351333646911,2480238.86813938,840390697861.522,916728.257370483,731773,70603563227.8342,265713.310219556,"SmoothDogfish","MUSTELUS CANIS",0.199,0.346115588428505
"97",13,2014,42,2.03497751027358,0.173896731926437,0.417009270791954,0.666461268550676,0.0118385910848744,0.108805289783514,1908304.44846589,152921136772.719,391051.32242804,624975,10410608563.088,102032.389774463,"SmoothDogfish","MUSTELUS CANIS",0.199,0.266302542697024
"98",13,2015,42,8.9892678470112,13.0948381015482,3.61867905478618,3.06078504862968,1.37462683996724,1.17244481318621,8429704.86617157,11515325826770.4,3393423.90908805,2870258,1208817996044.95,1099462.59419998,"SmoothDogfish","MUSTELUS CANIS",0.199,1.17635938115201
"99",13,2016,40,1.59741153051354,0.925013136049035,0.961776032166031,0.579918296468132,0.0957000186595412,0.309354196124024,1497976.0288849,813437140119.201,901907.50086647,543820,84156588111.0307,290097.549302007,"SmoothDogfish","MUSTELUS CANIS",0.199,0.209041500538308
"100",13,2018,42,16.3472844547049,96.3201332656353,9.81428210648315,7.08889460234182,19.0516709284028,4.36482198129577,15329700.4452186,84701903882309.2,9203363.72650289,6647626,16753639608498,4093121.01073228,"SmoothDogfish","MUSTELUS CANIS",0.199,2.1392489079126
"101",13,2019,43,3.12585384370742,0.927235719145931,0.962930796654635,1.20871988785956,0.110342694933652,0.332178709332268,2931276.02889289,815391633052.933,902990.383699036,1133480,97033050344.8299,311501.284659999,"SmoothDogfish","MUSTELUS CANIS",0.199,0.40905750676657
"102",13,2021,42,2.48197496632857,0.459231742004049,0.677666394329872,1.00490315813003,0.0690774758525675,0.262825942122477,2327477.25481696,403838756780.564,635483.089295509,942350,60745282649.8964,246465.581065382,"SmoothDogfish","MUSTELUS CANIS",0.199,0.324797812804723
"103",13,2022,35,7.83530013256104,5.50684310342848,2.34666638093882,3.46891469381947,1.08802074499745,1.04308232896423,7347569.2102472,4842602262137.55,2200591.34373867,3252982,956782610657.081,978152.652021698,"SmoothDogfish","MUSTELUS CANIS",0.199,1.02534811198716
"104",13,2023,41,10.3975137267613,17.5803587029963,4.19289383397628,4.1686763447975,2.622473676088,1.61940534644295,9750290.4074337,15459798513474.2,3931895.02828779,3909185,2306148317229.77,1518600.77611918,"SmoothDogfish","MUSTELUS CANIS",0.199,1.360646163992
"105",13,2024,42,4.45155043836218,2.07042944752778,1.43889869258672,2.55180399591361,0.518343533666202,0.719960786200334,4174450.80410487,1820692207474.01,1349330.28109281,2392960,455820425886.758,675144.744396902,"SmoothDogfish","MUSTELUS CANIS",0.199,0.582541671686844
"106",14,1963,33,0.0214338845876205,0.000405102331603502,0.0201271540860476,0.0973022272160339,0.00932890105082436,0.0965862363425781,24281.4054760698,519888977.368005,22801.0740397904,110229,11972265891.6399,109417.849968092,"Sharks","SCYLIORHINUS RETIFER",0.199,0.003388453044656
"107",14,1964,32,0.0274131138201037,0.000374733542620575,0.019358035608516,0.169297125628896,0.00816818700621525,0.0903780228054102,25706.7052510929,329532813.466834,18153.0386841111,158759,7182932241.02099,84752.1813348836,"Sharks","SCYLIORHINUS RETIFER",0.199,0.00358735262511826
