,,,,,,,
Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
2002,OPAH,314,0,421,681,Public,Commercial
2002,"OYSTER, EASTERN","536,958",244,"4,994,990","8,082,508",Public,Commercial
2002,"PERCH, WHITE","13,960",6,"11,549","18,688",Public,Commercial
2002,"PERCH, YELLOW","79,416",36,"117,349","189,885",Public,Commercial
2002,PERIWINKLES,23,0,7,11,Public,Commercial
2002,POLLOCK,398,0,301,487,Public,Commercial
2002,PORGIES **,"1,557,601",707,"1,185,010","1,917,492",Public,Commercial
2002,"POUT, OCEAN","16,161",7,"5,614","9,084",Public,Commercial
2002,"PUFFER, NORTHERN",496,0,471,762,Public,Commercial
2002,"RAVEN, SEA","1,078",0,380,615,Public,Commercial
2002,"REDFISH, ACADIAN",837,0,636,"1,029",Public,Commercial
2002,"ROSEFISH, BLACKBELLY",2,0,2,3,Public,Commercial
2002,"RUNNER, BLUE",19,0,5,8,Public,Commercial
2002,"SCALLOP, BAY","2,301",1,"40,695","65,850",Public,Commercial
2002,"SCALLOP, SEA","26,335",12,"90,251","146,037",Public,Commercial
2002,SEAROBINS **,"30,549",14,"5,735","9,280",Public,Commercial
2002,"SHAD, AMERICAN","60,905",28,"14,447","23,377",Public,Commercial
2002,"SHAD, GIZZARD",57,0,11,18,Public,Commercial
2002,"SHAD, HICKORY",488,0,178,288,Public,Commercial
2002,"SHARK, BLACKTIP",342,0,96,155,Public,Commercial
2002,"SHARK, DOGFISH, SMOOTH","148,996",68,"47,944","77,579",Public,Commercial
2002,"SHARK, DOGFISH, SPINY","49,454",22,"13,918","22,521",Public,Commercial
2002,"SHARK, MAKO, SHORTFIN","14,771",7,"16,504","26,706",Public,Commercial
2002,"SHARK, NURSE",54,0,55,89,Public,Commercial
2002,"SHARK, PORBEAGLE",131,0,47,76,Public,Commercial
2002,"SHARK, THRESHER","1,072",0,551,892,Public,Commercial
2002,"SHARKS, CHONDRICHTHYES (CLASS) **","5,108",2,"2,162","3,498",Public,Commercial
2002,"SHARKS, DOGFISH **",371,0,133,215,Public,Commercial
2002,"SHARKS, MAKO **",402,0,369,597,Public,Commercial
2002,SHEEPSHEAD,11,0,3,5,Public,Commercial
2002,"SHRIMP, BROWN",8,0,26,42,Public,Commercial
2002,"SHRIMPS, MANTIS **","1,134",1,"2,611","4,225",Public,Commercial
2002,"SILVERSIDES, ATHERINIDAE (FAMILY) **","30,657",14,"21,750","35,194",Public,Commercial
2002,"SKATES, RAJIDAE (FAMILY) **","1,020,383",463,"132,636","214,621",Public,Commercial
2002,"SNAPPER, RED",11,0,2,3,Public,Commercial
2002,"SNAPPERS, LUTJANIDAE (FAMILY) **",1,0,1,2,Public,Commercial
2002,SPADEFISH,4,0,1,2,Public,Commercial
2002,SPOT,"5,737",3,"1,502","2,430",Public,Commercial
2002,"SQUID, LONGFIN LOLIGO","9,613,411","4,361","6,246,554","10,107,693",Public,Commercial
2002,"SQUID, SHORTFIN ILLEX",20,0,2,3,Public,Commercial
2002,"SQUIDS, LOLIGINIDAE **","1,908",1,668,"1,081",Public,Commercial
2002,SUCKERS **,177,0,,,Public,Commercial
2002,SUNFISHES **,45,0,13,21,Public,Commercial
2002,SWORDFISH,"153,426",70,"350,866","567,744",Public,Commercial
2002,TAUTOG,"60,805",28,"122,079","197,539",Public,Commercial
2002,"TILEFISH, GOLDEN","1,592,751",722,"3,194,614","5,169,278",Public,Commercial
2002,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",66,0,126,204,Public,Commercial
2002,TRIGGERFISHES **,"4,629",2,"4,416","7,146",Public,Commercial
2002,"TUNA, ALBACORE","71,023",32,"20,503","33,176",Public,Commercial
2002,"TUNA, BIGEYE","107,977",49,"369,499","597,895",Public,Commercial
2002,"TUNA, BLUEFIN","7,618",3,"29,701","48,060",Public,Commercial
2002,"TUNA, LITTLE TUNNY","72,598",33,"17,107","27,681",Public,Commercial
2002,"TUNA, SKIPJACK",261,0,249,403,Public,Commercial
2002,"TUNA, YELLOWFIN","112,310",51,"211,924","342,919",Public,Commercial
2002,TUNAS **,"2,911",1,"2,993","4,843",Public,Commercial
2002,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",16,0,3,5,Public,Commercial
2002,"VERTEBRATES, JAWED","11,689",5,"6,248","10,110",Public,Commercial
2002,WAHOO,525,0,"1,133","1,833",Public,Commercial
2002,WEAKFISH,"513,977",233,"408,932","661,702",Public,Commercial
2002,WINDOWPANE,"88,151",40,"33,144","53,631",Public,Commercial
2002,"WOLFFISH, ATLANTIC",504,0,294,476,Public,Commercial
2003,AMBERJACKS **,19,0,10,16,Public,Commercial
2003,"BASS, BLACK SEA","227,381",103,"556,904","883,975",Public,Commercial
2003,"BASS, ROCK",71,0,,,Public,Commercial
2003,"BASS, STRIPED","784,602",356,"1,967,592","3,123,162",Public,Commercial
2003,BLUEFISH,"1,559,989",708,"510,628","810,521",Public,Commercial
2003,"BONITO, ATLANTIC","6,852",3,"10,501","16,668",Public,Commercial
2003,"BULLHEAD, BROWN","4,815",2,"3,803","6,037",Public,Commercial
2003,BURBOT,"1,387",1,362,575,Public,Commercial
2003,"CARP, COMMON","10,536",5,"2,526","4,010",Public,Commercial
2003,"CATFISH, CHANNEL",2,0,,,Public,Commercial
2003,"CATFISHES, FORKTAIL **","3,970",2,"3,665","5,817",Public,Commercial
2003,"CATFISHES-BULLHEADS, OTHER **",11,0,2,3,Public,Commercial
2003,"CLAM, RAZOR, ATLANTIC","23,136",10,"73,151","116,113",Public,Commercial
2003,"CLAM, SOFT","162,880",74,"888,470","1,410,270",Public,Commercial
2003,"CLAM, SURF, ATLANTIC","13,263,570","6,016","7,934,420","12,594,317",Public,Commercial
2003,CLAMS **,104,0,182,289,Public,Commercial
2003,"CLAMS, QUAHOG, MERCENARIA **","1,552,946",704,"12,399,024","19,680,990",Public,Commercial
2003,COBIA,84,0,137,217,Public,Commercial
2003,"COD, ATLANTIC","56,407",26,"92,428","146,713",Public,Commercial
2003,"CONCHS, TRUE **","68,712",31,"95,744","151,975",Public,Commercial
2003,"CRAB, ATLANTIC ROCK","6,785",3,"4,186","6,644",Public,Commercial
2003,"CRAB, BLUE","963,407",437,"502,089","796,967",Public,Commercial
2003,"CRAB, HORSESHOE","138,831",63,"46,417","73,678",Public,Commercial
2003,"CRAB, JONAH","62,426",28,"36,172","57,415",Public,Commercial
2003,"CRABS, DECAPODA (ORDER) **",594,0,438,695,Public,Commercial
2003,"CROAKER, ATLANTIC","1,837",1,934,"1,483",Public,Commercial
2003,CUNNER,"10,793",5,"32,576","51,708",Public,Commercial
2003,CUSK,122,0,41,65,Public,Commercial
2003,DOLPHINFISH **,"15,790",7,"33,146","52,613",Public,Commercial
2003,"DORY, BUCKLER","20,908",9,"9,852","15,638",Public,Commercial
2003,"DRUM, BLACK",180,0,81,129,Public,Commercial
2003,"DRUM, RED",43,0,34,54,Public,Commercial
2003,"EEL, AMERICAN",393,0,"1,307","2,075",Public,Commercial
2003,"EEL, CONGER","17,428",8,"7,819","12,411",Public,Commercial
2003,ESCOLAR,330,0,488,775,Public,Commercial
2003,FLATFISHES **,"4,864",2,"1,360","2,159",Public,Commercial
2003,"FLOUNDER, AMERICAN PLAICE",54,0,177,281,Public,Commercial
2003,"FLOUNDER, SUMMER","1,073,207",487,"2,240,347","3,556,106",Public,Commercial
2003,"FLOUNDER, WINTER","451,209",205,"543,353","862,465",Public,Commercial
2003,"FLOUNDER, WITCH","13,854",6,"21,751","34,525",Public,Commercial
2003,"FLOUNDER, YELLOWTAIL","167,877",76,"207,590","329,507",Public,Commercial
2003,GOOSEFISH,"1,774,849",805,"1,312,693","2,083,640",Public,Commercial
2003,HADDOCK,"2,146",1,"3,203","5,084",Public,Commercial
2003,"HAKE, RED","278,449",126,"119,546","189,756",Public,Commercial
2003,"HAKE, SILVER","4,478,830","2,032","3,055,443","4,849,910",Public,Commercial
2003,"HAKE, WHITE","8,123",4,"3,706","5,883",Public,Commercial
2003,"HALIBUT, ATLANTIC",35,0,105,167,Public,Commercial
2003,HARVESTFISHES **,"267,632",121,"183,213","290,814",Public,Commercial
2003,"HERRING, ATLANTIC","33,136",15,"8,382","13,305",Public,Commercial
2003,"HERRING, BLUEBACK","20,467",9,"30,701","48,732",Public,Commercial
2003,"JACK, CREVALLE",416,0,227,360,Public,Commercial
2003,KINGFISHES **,"3,123",1,"2,822","4,479",Public,Commercial
2003,"LOBSTER, AMERICAN","946,449",429,"4,426,316","7,025,899",Public,Commercial
2003,"MACKEREL, ATLANTIC","153,568",70,"44,972","71,384",Public,Commercial
2003,"MACKEREL, CHUB",33,0,9,14,Public,Commercial
2003,"MACKEREL, FRIGATE",345,0,136,216,Public,Commercial
2003,"MACKEREL, KING AND CERO **","2,822",1,"2,506","3,978",Public,Commercial
2003,"MACKEREL, SPANISH","18,339",8,"29,083","46,163",Public,Commercial
2003,MENHADENS **,"148,575",67,"21,129","33,538",Public,Commercial
2003,"MULLET, STRIPED",34,0,11,17,Public,Commercial
2003,"MUSSEL, SEA","2,890",1,"2,890","4,587",Public,Commercial
2003,OPAH,276,0,535,849,Public,Commercial
2003,"OYSTER, EASTERN","466,117",211,"4,262,701","6,766,192",Public,Commercial
2003,"PERCH, WHITE","9,350",4,"7,609","12,078",Public,Commercial
2003,"PERCH, YELLOW","46,266",21,"53,121","84,319",Public,Commercial
2003,POLLOCK,"1,049",0,"1,090","1,730",Public,Commercial
2003,"POMPANO, FLORIDA",28,0,68,108,Public,Commercial
2003,PORGIES **,"1,849,957",839,"1,330,408","2,111,760",Public,Commercial
2003,"POUT, OCEAN","24,277",11,"15,047","23,884",Public,Commercial
2003,"PUFFER, NORTHERN","1,602",1,"2,129","3,379",Public,Commercial
2003,"RAVEN, SEA",535,0,243,386,Public,Commercial
2003,"REDFISH, ACADIAN","1,018",0,797,"1,265",Public,Commercial
2003,"ROSEFISH, BLACKBELLY",86,0,41,65,Public,Commercial
2003,"RUNNER, BLUE",8,0,7,11,Public,Commercial
2003,"SCALLOP, BAY","1,804",1,"30,796","48,883",Public,Commercial
2003,"SCALLOP, SEA","39,135",18,"164,121","260,510",Public,Commercial
2003,SEAROBINS **,"37,801",17,"5,583","8,862",Public,Commercial
2003,"SEATROUT, SPOTTED",856,0,"1,278","2,029",Public,Commercial
2003,"SHAD, AMERICAN","148,121",67,"102,782","163,145",Public,Commercial
2003,"SHAD, HICKORY",416,0,170,270,Public,Commercial
2003,"SHARK, BLACKTIP",94,0,43,68,Public,Commercial
2003,"SHARK, DOGFISH, SMOOTH","164,876",75,"49,011","77,795",Public,Commercial
2003,"SHARK, DOGFISH, SPINY","38,356",17,"7,149","11,348",Public,Commercial
2003,"SHARK, DUSKY",179,0,65,103,Public,Commercial
2003,"SHARK, MAKO, SHORTFIN","6,094",3,"7,179","11,395",Public,Commercial
2003,"SHARK, NURSE",25,0,13,21,Public,Commercial
2003,"SHARK, SANDBAR",36,0,12,19,Public,Commercial
2003,"SHARK, THRESHER",187,0,85,135,Public,Commercial
2003,"SHARK, TIGER",31,0,11,17,Public,Commercial
2003,SHARKS **,10,0,41,65,Public,Commercial
2003,"SHARKS, CHONDRICHTHYES (CLASS) **","3,417",2,"1,732","2,749",Public,Commercial
2003,"SHARKS, MAKO **","1,742",1,"2,073","3,290",Public,Commercial
2003,SHEEPSHEAD,3,0,2,3,Public,Commercial
2003,"SHRIMP, BROWN",3,0,3,5,Public,Commercial
2003,"SHRIMPS, MANTIS **",470,0,986,"1,565",Public,Commercial
2003,"SILVERSIDES, ATHERINIDAE (FAMILY) **","71,362",32,"40,061","63,589",Public,Commercial
2003,"SKATES, RAJIDAE (FAMILY) **","778,826",353,"123,651","196,271",Public,Commercial
2003,SPADEFISH,11,0,6,10,Public,Commercial
2003,SPOT,35,0,13,21,Public,Commercial
2003,"SQUID, LONGFIN LOLIGO","4,602,936","2,088","4,353,264","6,909,943",Public,Commercial
2003,"SQUID, SHORTFIN ILLEX",210,0,105,167,Public,Commercial
2003,SUCKERS **,21,0,,,Public,Commercial
2003,SUNFISHES **,2,0,,,Public,Commercial
2003,SWORDFISH,"104,315",47,"245,332","389,416",Public,Commercial
2003,TAUTOG,"72,264",33,"140,928","223,695",Public,Commercial
2003,"TILEFISH, GOLDEN","1,754,441",796,"2,735,526","4,342,105",Public,Commercial
2003,TILEFISHES **,110,0,323,513,Public,Commercial
2003,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",22,0,39,62,Public,Commercial
2003,TRIGGERFISHES **,"3,411",2,"3,529","5,602",Public,Commercial
2003,TRIPLETAIL,10,0,10,16,Public,Commercial
2003,"TUNA, ALBACORE","27,506",12,"13,370","21,222",Public,Commercial
2003,"TUNA, BIGEYE","34,609",16,"125,408","199,060",Public,Commercial
2003,"TUNA, BLUEFIN","9,610",4,"47,409","75,252",Public,Commercial
2003,"TUNA, LITTLE TUNNY","66,767",30,"15,923","25,275",Public,Commercial
2003,"TUNA, SKIPJACK",361,0,968,"1,537",Public,Commercial
2003,"TUNA, YELLOWFIN","53,215",24,"92,327","146,551",Public,Commercial
2003,TUNAS **,"2,285",1,"2,472","3,924",Public,Commercial
2003,"VERTEBRATES, JAWED","7,290",3,"4,313","6,846",Public,Commercial
2003,WAHOO,212,0,444,705,Public,Commercial
2003,WEAKFISH,"144,416",66,"171,204","271,752",Public,Commercial
2003,WINDOWPANE,"47,044",21,"21,657","34,376",Public,Commercial
2003,"WOLFFISH, ATLANTIC",364,0,139,221,Public,Commercial
2004,AMBERJACKS **,66,0,10,15,Public,Commercial
2004,"ANCHOVY, BAY",153,0,59,91,Public,Commercial
2004,"BASS, BLACK SEA","240,517",109,"568,533","878,722",Public,Commercial
2004,"BASS, ROCK",2,0,,,Public,Commercial
2004,"BASS, STRIPED","746,580",339,"1,939,182","2,997,190",Public,Commercial
2004,BLUEFISH,"1,439,033",653,"473,971","732,567",Public,Commercial
2004,"BONITO, ATLANTIC","6,892",3,"8,775","13,563",Public,Commercial
2004,"BROTULA, BEARDED",25,0,32,49,Public,Commercial
2004,"BULLHEAD, BROWN","2,525",1,"2,120","3,277",Public,Commercial
2004,BURBOT,623,0,362,560,Public,Commercial
2004,"CATFISHES, FORKTAIL **","2,535",1,"3,803","5,878",Public,Commercial
2004,"CLAM, QUAHOG, NORTHERN","1,453,873",659,"10,672,722","16,495,706",Public,Commercial
2004,"CLAM, RAZOR, ATLANTIC","43,040",20,"107,542","166,216",Public,Commercial
2004,"CLAM, SOFT","229,227",104,"1,227,322","1,896,943",Public,Commercial
2004,"CLAM, SURF, ATLANTIC","2,768,886","1,256","1,628,813","2,517,485",Public,Commercial
2004,CLAMS **,"4,893,259","2,220","2,852,338","4,408,560",Public,Commercial
2004,COBIA,758,0,443,685,Public,Commercial
2004,"COD, ATLANTIC","57,786",26,"100,989","156,088",Public,Commercial
2004,"CONCHS, TRUE **","40,093",18,"47,483","73,389",Public,Commercial
2004,"CRAB, ATLANTIC ROCK",689,0,609,941,Public,Commercial
2004,"CRAB, BLUE","885,318",402,"269,157","416,008",Public,Commercial
2004,"CRAB, HORSESHOE","144,008",65,"143,775","222,218",Public,Commercial
2004,"CRAB, JONAH","35,300",16,"18,265","28,230",Public,Commercial
2004,"CRABS, DECAPODA (ORDER) **",252,0,149,230,Public,Commercial
2004,"CROAKER, ATLANTIC","36,004",16,"26,368","40,754",Public,Commercial
2004,CRUSTACEANS **,"1,332",1,"2,714","4,195",Public,Commercial
2004,CUNNER,"1,965",1,"7,783","12,029",Public,Commercial
2004,CUSK,168,0,845,"1,306",Public,Commercial
2004,DOLPHINFISH **,"2,535",1,"4,625","7,148",Public,Commercial
2004,"DORY, BUCKLER","15,585",7,"9,202","14,223",Public,Commercial
2004,"DRUM, BLACK",111,0,216,334,Public,Commercial
2004,DRUMS **,217,0,83,128,Public,Commercial
2004,"EEL, AMERICAN","2,988",1,"1,686","2,606",Public,Commercial
2004,"EEL, CONGER","5,793",3,"2,664","4,117",Public,Commercial
2004,EELS **,6,0,3,5,Public,Commercial
2004,FLATFISHES **,"3,826",2,"4,723","7,300",Public,Commercial
2004,"FLOUNDER, AMERICAN PLAICE","1,302",1,"1,084","1,675",Public,Commercial
2004,"FLOUNDER, FOURSPOT","3,158",1,828,"1,280",Public,Commercial
2004,"FLOUNDER, SUMMER","1,594,345",723,"3,275,756","5,062,992",Public,Commercial
2004,"FLOUNDER, WINTER","326,068",148,"448,156","692,668",Public,Commercial
2004,"FLOUNDER, WITCH","6,407",3,"11,840","18,300",Public,Commercial
2004,"FLOUNDER, YELLOWTAIL","57,101",26,"68,900","106,491",Public,Commercial
2004,GARFISHES **,2,0,1,2,Public,Commercial
2004,GOOSEFISH,"1,230,378",558,"935,943","1,446,589",Public,Commercial
2004,"GOOSEFISH, BLACKFIN",355,0,681,"1,053",Public,Commercial
2004,HADDOCK,"1,512",1,"1,444","2,232",Public,Commercial
2004,"HAKE, OFFSHORE","25,637",12,"11,530","17,821",Public,Commercial
2004,"HAKE, RED","248,664",113,"110,691","171,083",Public,Commercial
2004,"HAKE, SILVER","5,076,144","2,303","3,338,152","5,159,431",Public,Commercial
2004,"HAKE, WHITE","76,343",35,"39,219","60,617",Public,Commercial
2004,"HAKES, MERLUCCIUS (GENUS) **","5,660",3,"4,059","6,274",Public,Commercial
2004,"HAKES, RED AND WHITE **","2,774",1,"1,237","1,912",Public,Commercial
2004,HARVESTFISHES **,"338,731",154,"240,981","372,459",Public,Commercial
2004,"HERRING, ATLANTIC","27,581",13,"3,639","5,624",Public,Commercial
2004,"HERRING, BLUEBACK",688,0,135,209,Public,Commercial
2004,HERRINGS **,"13,383",6,"2,479","3,832",Public,Commercial
2004,"JACK, CREVALLE",4,0,2,3,Public,Commercial
2004,KINGFISHES **,"103,058",47,"113,972","176,155",Public,Commercial
2004,LADYFISH,1,0,1,2,Public,Commercial
2004,"LOBSTER, AMERICAN","996,109",452,"3,721,469","5,751,884",Public,Commercial
2004,"MACKEREL, ATLANTIC","78,109",35,"40,160","62,071",Public,Commercial
2004,"MACKEREL, CHUB",125,0,64,99,Public,Commercial
2004,"MACKEREL, KING",196,0,355,549,Public,Commercial
2004,"MACKEREL, SPANISH","13,860",6,"21,535","33,284",Public,Commercial
2004,MENHADENS **,"75,420",34,"9,947","15,374",Public,Commercial
2004,MULLETS **,306,0,191,295,Public,Commercial
2004,"MUSSEL, SEA","13,625",6,"9,523","14,719",Public,Commercial
2004,"OYSTER, EASTERN","369,772",168,"3,365,396","5,201,539",Public,Commercial
2004,"PERCH, WHITE","1,112",1,616,952,Public,Commercial
2004,"PERCH, YELLOW","48,225",22,"55,369","85,578",Public,Commercial
2004,POLLOCK,754,0,768,"1,187",Public,Commercial
2004,"POMPANO, FLORIDA",7,0,18,28,Public,Commercial
2004,"POUT, OCEAN","9,642",4,"5,759","8,901",Public,Commercial
2004,"PUFFER, NORTHERN",203,0,197,304,Public,Commercial
2004,"PUFFERS, SPHOEROIDES (GENUS) **",26,0,87,134,Public,Commercial
2004,"RAVEN, SEA",255,0,95,147,Public,Commercial
2004,"REDFISH, ACADIAN","4,724",2,"4,371","6,756",Public,Commercial
2004,"ROSEFISH, BLACKBELLY",138,0,111,172,Public,Commercial
2004,"RUNNER, BLUE",18,0,11,17,Public,Commercial
2004,"SCALLOP, BAY","2,227",1,"39,795","61,507",Public,Commercial
2004,"SCALLOP, SEA","561,530",255,"712,506","1,101,246",Public,Commercial
2004,SCALLOPS **,"1,600",1,"9,600","14,838",Public,Commercial
2004,SCULPINS **,146,0,125,193,Public,Commercial
2004,SCUP,"1,906,889",865,"1,636,981","2,530,110",Public,Commercial
2004,SEAROBINS **,"30,005",14,"5,204","8,043",Public,Commercial
2004,SEAWEED,"11,328",5,"28,776","44,476",Public,Commercial
2004,"SHAD, AMERICAN","15,060",7,"6,357","9,825",Public,Commercial
2004,"SHAD, HICKORY",239,0,54,83,Public,Commercial
2004,"SHARK, ANGEL, ATLANTIC",150,0,112,173,Public,Commercial
2004,"SHARK, BLACKTIP",120,0,36,56,Public,Commercial
2004,"SHARK, DOGFISH, SMOOTH","96,093",44,"34,546","53,394",Public,Commercial
2004,"SHARK, DOGFISH, SPINY","46,039",21,"7,090","10,958",Public,Commercial
2004,"SHARK, MAKO, LONGFIN",17,0,9,14,Public,Commercial
2004,"SHARK, MAKO, SHORTFIN","1,252",1,"1,692","2,615",Public,Commercial
2004,"SHARK, NURSE",29,0,42,65,Public,Commercial
2004,"SHARK, SAND TIGER",87,0,70,108,Public,Commercial
2004,"SHARK, SANDBAR","17,173",8,"24,999","38,638",Public,Commercial
2004,"SHARK, THRESHER",65,0,49,76,Public,Commercial
2004,"SHARK, WHITE",81,0,29,45,Public,Commercial
2004,"SHARKS, CHONDRICHTHYES (CLASS) **",261,0,122,189,Public,Commercial
2004,"SHARKS, DOGFISH **","2,477",1,424,655,Public,Commercial
2004,"SHARKS, MAKO **","5,180",2,"9,764","15,091",Public,Commercial
2004,"SHRIMP, PANDALID **",75,0,38,59,Public,Commercial
2004,"SHRIMPS, MANTIS **",840,0,"1,174","1,815",Public,Commercial
2004,"SILVERSIDES, ATHERINIDAE (FAMILY) **","5,246",2,"5,058","7,818",Public,Commercial
2004,"SKATE, LITTLE","1,618",1,666,"1,029",Public,Commercial
2004,"SKATES, RAJIDAE (FAMILY) **","489,436",222,"93,941","145,195",Public,Commercial
2004,SMELTS **,490,0,613,947,Public,Commercial
2004,"SMELTS, HERRING **","1,257",1,278,430,Public,Commercial
2004,"SNAPPER, RED",2,0,1,2,Public,Commercial
2004,SPOT,72,0,21,32,Public,Commercial
2004,"SQUID, LONGFIN LOLIGO","6,347,706","2,879","5,413,620","8,367,264",Public,Commercial
2004,"SQUIDS, LOLIGINIDAE **",367,0,170,263,Public,Commercial
2004,SUCKERS **,15,0,,,Public,Commercial
2004,SUNFISHES **,175,0,52,80,Public,Commercial
2004,SWORDFISH,"25,750",12,"71,944","111,196",Public,Commercial
2004,TAUTOG,"76,606",35,"195,750","302,550",Public,Commercial
2004,"TILEFISH, BLUELINE",204,0,294,454,Public,Commercial
2004,"TILEFISH, GOLDEN","1,334,660",605,"2,081,674","3,217,425",Public,Commercial
2004,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",19,0,38,59,Public,Commercial
2004,TRIGGERFISHES **,"1,358",1,"1,403","2,168",Public,Commercial
2004,"TUNA, ALBACORE","33,155",15,"15,443","23,869",Public,Commercial
2004,"TUNA, BIGEYE","22,751",10,"93,609","144,682",Public,Commercial
2004,"TUNA, BLUEFIN","7,801",4,"41,928","64,804",Public,Commercial
2004,"TUNA, LITTLE TUNNY",9,0,7,11,Public,Commercial
2004,"TUNA, SKIPJACK","6,868",3,"1,266","1,957",Public,Commercial
2004,"TUNA, YELLOWFIN","81,669",37,"187,074","289,141",Public,Commercial
2004,TUNAS **,96,0,51,79,Public,Commercial
2004,"VERTEBRATES, JAWED","73,066",33,"52,799","81,606",Public,Commercial
2004,WEAKFISH,"150,046",68,"164,159","253,723",Public,Commercial
2004,"WHELK, CHANNELED",894,0,"4,746","7,335",Public,Commercial
2004,"WHELK, KNOBBED",76,0,528,816,Public,Commercial
2004,WINDOWPANE,"61,974",28,"29,445","45,510",Public,Commercial
2004,WRECKFISH,25,0,28,43,Public,Commercial
2005,AMBERJACKS **,44,0,42,63,Public,Commercial
2005,"BASS, BLACK SEA","244,074",111,"714,783","1,071,639",Public,Commercial
2005,"BASS, ROCK",22,0,,,Public,Commercial
2005,"BASS, STRIPED","710,785",322,"2,125,282","3,186,330",Public,Commercial
2005,"BASS, WHITE",3,0,,,Public,Commercial
2005,BLUEFISH,"1,139,012",517,"461,788","692,336",Public,Commercial
2005,"BONITO, ATLANTIC","6,855",3,"9,949","14,916",Public,Commercial
2005,"BULLHEAD, BROWN","1,040",0,"2,079","3,117",Public,Commercial
2005,BURBOT,661,0,519,778,Public,Commercial
2005,"CATFISHES, FORKTAIL **","2,525",1,"2,120","3,178",Public,Commercial
2005,"CLAM, QUAHOG, NORTHERN","1,651,341",749,"12,695,625","19,033,921",Public,Commercial
2005,"CLAM, RAZOR, ATLANTIC","68,256",31,"202,751","303,975",Public,Commercial
2005,"CLAM, SOFT","264,882",120,"1,448,214","2,171,235",Public,Commercial
2005,"CLAM, SURF, ATLANTIC","11,952,921","5,422","7,055,342","10,577,724",Public,Commercial
2005,CLAMS **,"99,371",45,"20,366","30,533",Public,Commercial
2005,COBIA,57,0,112,168,Public,Commercial
2005,"COD, ATLANTIC","39,929",18,"68,411","102,565",Public,Commercial
2005,"CONCHS, TRUE **","89,464",41,"133,921","200,781",Public,Commercial
2005,"CRAB, ATLANTIC ROCK","1,489",1,645,967,Public,Commercial
2005,"CRAB, BLUE","748,725",340,"331,019","496,280",Public,Commercial
2005,"CRAB, HORSESHOE","155,409",70,"57,501","86,208",Public,Commercial
2005,"CRAB, JONAH","11,160",5,"5,310","7,961",Public,Commercial
2005,"CRABS, DECAPODA (ORDER) **",373,0,213,319,Public,Commercial
2005,"CROAKER, ATLANTIC",180,0,141,211,Public,Commercial
2005,CRUSTACEANS **,"8,989",4,"6,599","9,891",Public,Commercial
2005,CUNNER,"1,464",1,"4,455","6,679",Public,Commercial
2005,DOLPHINFISH **,"5,993",3,"13,049","19,564",Public,Commercial
2005,"DORY, BUCKLER","10,613",5,"7,452","11,172",Public,Commercial
2005,"DRUM, BLACK",30,0,64,96,Public,Commercial
2005,DRUMS **,324,0,155,232,Public,Commercial
2005,"EEL, AMERICAN","8,493",4,"13,850","20,765",Public,Commercial
2005,"EEL, CONGER",440,0,222,333,Public,Commercial
2005,EELS **,471,0,237,355,Public,Commercial
2005,FLATFISHES **,"3,351",2,"4,039","6,056",Public,Commercial
2005,"FLOUNDER, AMERICAN PLAICE","6,928",3,"10,699","16,040",Public,Commercial
2005,"FLOUNDER, FOURSPOT","3,528",2,"2,481","3,720",Public,Commercial
2005,"FLOUNDER, SUMMER","1,803,775",818,"3,809,929","5,712,037",Public,Commercial
2005,"FLOUNDER, WINTER","156,986",71,"272,979","409,264",Public,Commercial
2005,"FLOUNDER, WITCH","11,225",5,"20,069","30,088",Public,Commercial
2005,"FLOUNDER, YELLOWTAIL","42,228",19,"62,532","93,751",Public,Commercial
2005,GOOSEFISH,"1,764,333",800,"1,986,765","2,978,658",Public,Commercial
2005,"HAKE, OFFSHORE","2,104",1,"1,092","1,637",Public,Commercial
2005,"HAKE, RED","121,724",55,"72,239","108,304",Public,Commercial
2005,"HAKE, SILVER","3,131,517","1,420","2,224,709","3,335,396",Public,Commercial
2005,"HAKE, WHITE","50,403",23,"30,509","45,741",Public,Commercial
2005,"HAKES, MERLUCCIUS (GENUS) **",678,0,345,517,Public,Commercial
2005,"HAKES, RED AND WHITE **","5,700",3,"3,662","5,490",Public,Commercial
2005,HARVESTFISHES **,"439,815",199,"371,098","556,369",Public,Commercial
2005,"HERRING, ATLANTIC","50,351",23,"6,966","10,444",Public,Commercial
2005,"HERRING, BLUEBACK","5,791",3,"1,725","2,586",Public,Commercial
2005,HERRINGS **,"5,029",2,"1,609","2,412",Public,Commercial
2005,KINGFISHES **,"219,958",100,"267,851","401,576",Public,Commercial
2005,"LOBSTER, AMERICAN","1,154,470",524,"4,395,422","6,589,838",Public,Commercial
2005,"MACKEREL, ATLANTIC","153,838",70,"68,309","102,412",Public,Commercial
2005,"MACKEREL, KING",626,0,"1,252","1,877",Public,Commercial
2005,"MACKEREL, SPANISH","5,197",2,"11,127","16,682",Public,Commercial
2005,MENHADENS **,"74,205",34,"9,664","14,489",Public,Commercial
2005,MULLETS **,90,0,90,135,Public,Commercial
2005,"MUSSEL, SEA","7,710",3,"7,710","11,559",Public,Commercial
